Stop_Name,Location_Easting,Location_Northing
LONG LANE / BRAMPTON ROAD,547846,177120
DANSON ROAD / CROOK LOG,547630,175446
THE GROVE,547606,175223
THE GROVE,547589,175143
DANSON UNDERPASS,547373,174366
DANSON ROAD / SANDHURST ROAD,547579,174632
GRANGE ROAD / CALEDONIAN MARKET,533220,179239
BLENDON / PENHILL ROAD,547259,174225
MONTPELIER ROAD,531703,162022
MONTPELIER ROAD,531803,162130
GALLEY LANE,523350,196360
BARNET HOSPITAL / QUEENS ROAD,523706,196415
BARNET HOSPITAL / QUEENS ROAD,523659,196402
UNION STREET,524114,196438
MANOR ROAD,524255,196422
GRANGE ROAD / CALEDONIAN MARKET,533290,179310
STAMFORD HILL BROADWAY,533733,187779
GALLEYWALL ROAD / SOUTH BERMONDSEY STN#,534925,178466
BEAMISH HOUSE,535036,178531
ROTHERHITHE NEW RD / STH BERMONDSEY STN#,534975,178453
PUTNEY BRIDGE STATION <> / GONVILLE STREET,524304,175857
FAIRCROSS,545205,185030
FAIRCROSS,545198,185007
FINCHLEY ROAD & FROGNAL STATION #,526082,185049
STATION ROAD,505406,182307
STATION ROAD,505383,182327
COWLEY MILL ROAD,505353,183253
COWLEY MILL ROAD,505375,183249
FINCHLEY ROAD & FROGNAL STATION #,526126,185034
BRICKFIELD LANE,521749,195210
STAMFORD HILL BROADWAY,533749,187793
WEMBLEY TRIANGLE,518767,185247
BRICKFIELD LANE,521733,195182
GLEBE LANE,522155,195564
FARNBOROUGH HILL / BUS GARAGE,545508,163977
FARNBOROUGH HILL / BUS GARAGE,545509,163992
VAUXHALL PARK,530402,177756
BARNET CHURCH / WOOD STREET,524508,196450
SAVILLE ROAD,542224,180089
BOXLEY STREET,540677,180100
MIDDLE PARK AVENUE / WESTHORNE AVENUE,541577,174501
ELTHAM GREEN SCHOOL,541588,174519
ST JOHN STREET / CLERKENWELL ROAD,531756,182189
PERCIVAL STREET,531662,182353
PERCIVAL STREET,531617,182409
SPENCER STREET / CITY UNIVERSITY,531571,182643
SPENCER STREET / CITY UNIVERSITY,531609,182598
FRIEND STREET / SADLER'S WELLS THEATRE,531570,182822
ROSEBERY AVENUE / SADLER'S WELLS THEATRE,531550,182878
HIGH STREET / ORPINGTON WAR MEMORIAL,546115,165967
HIGH STREET / ORPINGTON WAR MEMORIAL,546138,165988
ARLINGTON CRESCENT,536054,199989
BULLSMOOR LANE / MOLLISON AVENUE,536025,199858
BULLSMOOR LANE,536015,199570
OAKHURST ROAD,535805,199166
TOTTERIDGE ROAD,535749,199059
TURKEY STREET STATION #,535611,198765
ALBANY LEISURE CENTRE,535552,198488
TURKEY STREET STATION #,535565,198659
INGERSOLL ROAD,535381,198087
INGERSOLL ROAD,535413,198140
DURANTS SCHOOL,535288,197865
CARTERHATCH LANE,535223,197559
OATLANDS ROAD,535231,197640
OATLANDS ROAD,535270,197721
ENFIELD COLLEGE,535136,196684
ENFIELD COLLEGE,535166,196648
SOUTHBURY ROAD,535242,196144
SOUTHBURY ROAD,535247,196094
ORCHARD ROAD,535237,195581
PONDERS END PARK,535278,195803
ORCHARD ROAD,535230,195457
TRAMWAY AVENUE,534915,194794
TRAMWAY AVENUE,534902,194743
BURY STREET,534693,194306
FOREST ROAD / JUBILEE PARK,534752,194419
BOUNCES ROAD,534626,193934
BOUNCES ROAD,534640,194079
AMHURST PARK / STAMFORD LODGE,533534,187859
EDMONTON POLICE STATION,534285,193321
EDMONTON POLICE STATION,534300,193316
SHRUBBERY ROAD,534252,193120
SHRUBBERY ROAD,534273,193148
ANGEL CORNER,534122,192590
BRETTENHAM ROAD,534189,192782
NUTFIELD CLOSE,533990,191874
COLYTON WAY,534089,192119
BRANTWOOD ROAD,533891,191701
NUTFIELD CLOSE,533986,191823
WHITE HART LANE STATION #,533873,191351
TOTTENHAM HOTSPUR FOOTBALL CLUB,533891,191193
TOTTENHAM HOTSPUR FOOTBALL CLUB,533906,191178
SWINTON STREET,530499,182823
TOTTENHAM HIGH ROAD / BRUCE GROVE STN #,533813,190010
PORTMORE GARDENS,549407,192113
WOOD GREEN STATION <>,531069,190397
PARSONS GREEN,525186,176403
STAMFORD HILL BROADWAY,533674,187697
WENTWORTH WAY,534669,160214
WENTWORTH WAY,534589,160342
SANDERSTEAD RECREATION GROUND,534174,160887
BROMLEY COMMON / THE CROWN,541654,167646
SANDERSTEAD RECREATION GROUND,534178,160943
PURLEY DOWNS ROAD,533658,161639
PURLEY DOWNS ROAD,533702,161607
SANDERSTEAD UNITED REFORMED CHURCH,533465,161862
BEECHWOOD ROAD,532929,162508
BEECHWOOD ROAD,532966,162464
SANDERSTEAD STATION #,532943,162816
BRAMBLEDOWN ROAD,532982,163064
BRAMBLEDOWN ROAD,532982,163139
GROVELANDS ROAD,530952,161129
GROVELANDS ROAD,530851,161013
COULSDON TOWN STATION #,529965,159780
COULSDON SOUTH STATION #,529816,158971
COULSDON SOUTH STATION #,529818,159015
STONEYFIELD ROAD,530900,158683
STONEYFIELD ROAD,530926,158648
STOATS NEST VILLAGE,530472,159905
WALNUTS CENTRE,546271,166319
HIGH STREET / CHURCH HILL,546420,166563
CARLTON PARADE,546728,166884
VAUXHALL PARK,530426,177735
HANWELL BROADWAY,515508,180177
PURLEY LIBRARY,531166,161635
CHAPLIN ROAD,518077,184909
PEMBRIDGE VILLAS,525310,181061
KENSINGTON HIGH STREET / EARLS COURT RD,525092,179296
CHEPSTOW ROAD,525288,181095
CHEPSTOW ROAD / WESTBOURNE GROVE,525378,181126
ARCHWAY STATION <> / JUNCTION ROAD,529364,186757
ARTESIAN ROAD,525313,181200
PALACE GARDENS TERRACE,525468,180523
NOTTING HILL GATE STATION <>,525383,180473
GREYHOUND TERRACE,529359,169831
PALACE GARDENS TERR / NOTTING HILL GTE,525432,180453
ROWAN CRESCENT,529443,169685
LONGTHORNTON ROAD,529354,169509
ROWAN CRESCENT,529415,169651
LONGTHORNTON ROAD,529309,169446
STREATHAM PARK CEMETERY,529308,169354
NORTHBOROUGH ROAD,529657,168824
NORTHBOROUGH ROAD,529656,168901
SHERWOOD PARK ROAD,529189,168456
ST JAMES ROAD,528390,169950
ST JAMES ROAD,528394,169931
NOTTING HILL GATE STATION <> / HILLGATE ST,525127,180417
MANSHIP ROAD,528211,169795
LOCKS LANE,528008,169627
INMAN ROAD,526205,173477
INMAN ROAD,526201,173445
BROCKLEBANK ROAD,526335,173724
BROCKLEBANK ROAD,526322,173674
NOTTING HILL GATE STATION <> / HILLGATE ST,525129,180396
ST ANN'S HILL,526446,173909
ST ANN'S HILL,526444,173928
WINDMILL ROAD,526804,174474
WINDMILL ROAD,526813,174509
MARCILLY ROAD,526526,174810
ALEXANDER COURT,526430,174733
NOTTING HILL GATE STN <> / PEMBRIDGE ROAD,525193,180491
WEST SIDE,526642,174463
WINDMILL ROAD,526773,174206
WINDMILL ROAD,526795,174232
COUNTY ARMS,526924,173975
COUNTY ARMS,526996,173910
NOTTING HILL GATE STATION <>,525216,180466
ROUTH ROAD,527158,173637
ROUTH ROAD,527176,173626
BURNTWOOD LANE,527446,173183
BURNTWOOD LANE,527383,173301
BRODRICK ROAD,527578,172972
EATONVILLE ROAD,527757,172688
UPPER TOOTING PARK,527687,172819
LADBROKE ROAD,525121,180558
EATONVILLE ROAD,527793,172654
ST ANSELM'S CHURCH,528104,172322
MONTANA ROAD,528330,172142
MONTANA ROAD,528380,172102
FRANCISCAN ROAD,528675,171957
FRANCISCAN ROAD,528548,171992
TOOTING BEC ATHLETICS TRACK,528983,171875
TOOTING BEC ATHLETICS TRACK,528904,171879
TOOTING BEC LIDO,529345,171832
TOOTING BEC LIDO,529319,171822
BURNTWOOD SCHOOL,526579,172617
BURNTWOOD SCHOOL,526561,172590
OPENVIEW,526731,172752
OPENVIEW,526768,172760
TILEHURST ROAD,526967,172895
TILEHURST ROAD,526951,172872
MARHAM GARDENS,527177,173014
MARHAM GARDENS,527159,172988
TRINITY ROAD,527368,173207
BELLEVUE ROAD / TRINITY ROAD,527432,173260
RAMSDEN ROAD,528182,174001
ROBERT STREET,529223,182736
CAVENDISH ROAD POLICE STATION,529164,174265
CAVENDISH ROAD POLICE STATION,529135,174274
RUDLOE ROAD,529277,174051
RUDLOE ROAD,529232,174058
POYNDERS ROAD / KINGS AVENUE,529852,173784
ATKINS ROAD / NEW PARK ROAD,530113,173679
ATKINS ROAD / NEW PARK ROAD,530079,173678
STREATHAM PLACE,530310,173565
ROBERT STREET,529213,182582
CLAPHAM COMMON OLD TOWN,529119,175421
BEDFORD ROAD,530030,175067
LYHAM ROAD,530082,174870
LYHAM ROAD,530091,174840
CLARENCE AVENUE,530080,174634
SILVERDALE,529213,182957
CLARENCE AVENUE,530058,174505
THORNCLIFFE ROAD,529996,174177
THORNCLIFFE ROAD,529992,174096
ATKINS ROAD,529882,173646
KINGS AVENUE / ATKINS ROAD,529936,173829
SILVERDALE,529191,182962
LEXTON GARDENS,529818,173389
NEW PARK ROAD,529888,173155
NEW PARK ROAD,529823,173288
CRIFFEL AVENUE,529926,172927
CRIFFEL AVENUE,529953,172884
STREATHAM HILL STATION #,530226,172735
GREYHOUND LANE / STREATHAM HIGH ROAD,530145,170839
GREYHOUND LANE / STREATHAM HIGH ROAD,530115,170799
TANKERVILLE ROAD,529811,170507
ABERFOYLE ROAD,529652,170339
STREATHAM COMMON STATION #,529694,170401
BRAESIDE ROAD,529429,170085
GREAT SMITH STREET / WESTMINSTER ABBEY,529800,179405
CAMDEN HIGH STREET,529060,183595
BRAESIDE ROAD,529486,170153
GREYHOUND TERRACE,529343,169925
STREATHAM / ST LEONARD'S CHURCH,529941,171578
STREATHAM / ST LEONARD'S CHURCH,529973,171590
AMBLESIDE AVENUE,529821,171480
AMBLESIDE AVENUE,529797,171451
CONYERS ROAD,529681,171399
CONYERS ROAD,529649,171359
ALDRINGTON ROAD,529369,171196
ALDRINGTON ROAD,529391,171201
DAHOMEY ROAD,529081,170804
DAHOMEY ROAD,529103,170818
WHEATSHEAF LANE,530337,177550
THORNE ROAD,530427,176984
MURRAY STREET,529384,184451
LANSDOWNE WAY,530447,176825
STOCKWELL GREEN,530736,176074
IRVING GROVE,530687,176195
STOCKWELL GREEN,530762,176056
MURRAY STREET,529379,184466
SOLON ROAD,530404,175076
SOLON ROAD,530388,175061
BELVEDERE PLACE,530717,175149
BELVEDERE PLACE,530689,175122
MARCILLY ROAD,526642,174839
SPENCER ROAD,526854,174853
SPENCER ROAD,526908,174883
SPENCER PARK,526949,174842
BOLINGBROKE GROVE,527102,175001
CAMDEN PARK ROAD,529661,184784
BOLINGBROKE GROVE,527192,175043
ECCLES ROAD,527731,175169
ECCLES ROAD,527707,175150
SISTERS AVENUE,528023,175208
FORTHBRIDGE ROAD,528354,175210
FORTHBRIDGE ROAD,528319,175198
CEDARS ROAD,528616,175221
TORRIANO AVENUE,529610,184747
BOLINGBROKE GROVE,527757,173781
BOLINGBROKE GROVE,527772,173782
OAK LODGE SCHOOL,528070,173961
OAK LODGE SCHOOL,527936,173886
RAMSDEN ROAD,528272,174055
THURLEIGH AVENUE,528492,174256
SALCOTT ROAD,527518,174802
SALCOTT ROAD,527543,174744
HILLDROP ROAD,529992,185225
DARLEY ROAD,527655,174398
DARLEY ROAD,527643,174448
GORST ROAD,527502,174174
BLENKARNE ROAD,527563,174070
BRIGHTON ROAD / OLD LODGE LANE,530783,160892
GRANARD ROAD,527659,173848
HILLDROP ROAD,529987,185240
GRANARD ROAD,527687,173814
BATTERSEA BRIDGE / HESTER ROAD,527075,177231
BATTERSEA BRIDGE / HESTER ROAD,527103,177219
PARKGATE ROAD,527218,177013
PARKGATE ROAD,527171,177104
PRINCE OF WALES DRIVE,527444,176640
PETWORTH STREET,527355,176810
THE PARADE / COTMAN GARDENS,519280,190180
THE PARADE,519344,190188
HARROW VIEW,514622,189470
HARROW VIEW,514698,189504
SHIRLEY OAKS ROAD,535740,165714
CAMBRIDGE ROUNDABOUT / SOUTH SIDE,532571,192448
CHAMBERS ROAD,530255,185679
KINGSTON UNIVERSITY / COUNTY HALL,518050,168657
AMHURST ROAD / HACKNEY DOWNS STATION #,534722,185093
KINGSTON UNIVERSITY / COUNTY HALL,518057,168612
HYLAND WAY,552765,187407
HYLAND WAY,552713,187387
LEIGHAM COURT ROAD / STREATHAM HILL STN #,530309,172630
LEIGHAM COURT ROAD / STREATHAM HILL STN #,530322,172635
HORNSEY ROAD,530701,186229
FAIRLAWN AVENUE,527345,189471
BEACONSFIELD ROAD,528034,193162
BEACONSFIELD ROAD,528044,193177
THORNTON HEATH POND / FAIRLANDS AVENUE,531235,167727
THORNTON HEATH POND / FAIRLANDS AVENUE,531194,167670
TALBOT ROAD,532786,168148
PAWSONS ROAD,532722,167732
PAWSONS ROAD,532716,167781
TALBOT ROAD,532802,168123
ELTHAM HIGH STREET / POUND PLACE,543149,174439
ELTHAM HIGH STREET / ELM TERRACE,543125,174421
THE WOOLWICH CENTRE,543495,178752
DURHAM ROAD,531042,186491
EFFRA PARADE,531490,174944
CAMBRIDGE ROUNDABOUT / WEST SIDE,532429,192591
CAMBRIDGE ROUNDABOUT / WEST SIDE,532445,192548
CHEQUERS WAY,531798,192491
CHEQUERS WAY,531993,192509
HEYSHAM ROAD,532872,188157
EDGWARE ROAD STATION <>,526981,181769
HEYSHAM ROAD,532900,188231
ELIZABETH ROAD,533344,188659
BIRSTALL ROAD / SEVEN SISTERS STATION <> #,533448,188748
WILTON ROAD,528419,190568
WILTON ROAD,528402,190640
CONSTABLE CLOSE,527572,192174
CONSTABLE CLOSE,527595,192095
FRIARY ROAD,527293,192904
FRIARY ROAD,527272,192951
WEMBLEY STADIUM STATION #,518918,185470
ICKNIELD DRIVE,543762,188808
GANTSHILL CRESCENT,543762,188890
GREENFORD STATION <> #,514788,183864
HORNIMAN MUSEUM,534746,173068
HONOR OAK ROAD,535073,173056
FOREST HILL STATION # / LONDON ROAD,535304,172944
DUNRAVEN SCHOOL,530576,172296
LEIGHAM COURT ROAD / VALLEY ROAD,531019,172095
VALLEY ROAD,530819,172154
ROCKHAMPTON ROAD,531177,171863
JULIAN'S PRIMARY SCHOOL,531171,171544
ALBERT CARR GARDENS,530214,171014
VALLEY ROAD,530581,171033
THE ROOKERY,530788,171015
LEIGHAM COURT ROAD,531137,171088
STREATHAM COMMON NORTH / LEIGHAM CRT RD,531262,171049
ALBERT CARR GARDENS,530227,171034
VALLEY ROAD,530465,171055
THE ROOKERY,530881,171048
CROWN POINT,531684,171002
TIVOLI ROAD,532126,170995
SALTER'S HILL,532577,171027
HERMITAGE ROAD,532804,170909
ROCKMOUNT ROAD,532983,170765
GRECIAN CRESCENT,531762,170746
CONVENT HILL,532110,170530
HERMITAGE ROAD,532333,170391
HERMITAGE ROAD,532460,170315
UPPER BEULAH HILL,533010,169916
UPPER BEULAH HILL,533062,169832
BEULAH HILL / ALL SAINTS CHURCH,533114,169731
SOUTH NORWOOD HILL / ALL SAINTS CHURCH,533164,169518
GRANGE AVENUE,533215,169377
GRANGE AVENUE,533194,169437
WHARNCLIFFE GARDENS,533311,169233
WHARNCLIFFE GARDENS,533289,169283
HOWDEN ROAD,533500,169043
HOWDEN ROAD,533598,168929
ELM PARK ROAD,533731,168746
ELM PARK ROAD,533761,168732
STANLEY HALL,533939,168554
STANLEY HALL,533964,168542
BIGGIN HILL,531864,170581
BIGGIN HILL,531960,170574
WESTOW HILL,533646,170639
WESTOW PARK,533481,170349
WESTOW PARK,533460,170285
SYLVAN HILL,533360,170096
SYLVAN HILL,533333,170021
ALL SAINTS CHURCH,533207,169777
REDBRIDGE STATION <>,541853,188314
ALL SAINTS CHURCH,533189,169720
NUGENT ROAD,533512,168927
WHITWORTH ROAD,533409,168774
WHITWORTH ROAD,533365,168673
SELHURST PARK STADIUM,533292,168559
SELHURST PARK STADIUM,533214,168422
CLIFTON ROAD,533030,168366
CLIFTON ROAD,532892,168297
MORVAL ROAD,531104,174756
ST MATTHEWS ESTATE,531073,174927
MILTON ROAD,531580,174491
CLARENCE AVENUE,543180,188415
BROCKWELL LIDO,531641,174446
BROCKWELL LIDO,531740,174408
ROSENDALE ROAD,532003,173942
ROSENDALE ROAD,531951,173834
DERONDA ROAD,531790,173424
DERONDA ROAD,531803,173357
THURLOW PARK ROAD,531744,173160
LANCASTER AVENUE,531785,172613
ELMCOURT ROAD,531774,172679
LANCASTER AVENUE,531875,172462
ROBSON ROAD,532200,172303
ROBSON ROAD,532188,172291
MARTELL ROAD,532514,172411
MARTELL ROAD,532473,172371
NORWOOD ROAD,532093,174076
CROXTED CLOSE,532267,173842
GUERNSEY GROVE,532171,174007
TURNEY ROAD,532377,173717
TURNEY ROAD,532444,173633
PYMERS MEAD,532516,173329
PYMERS MEAD,532519,173350
WESTERN ROAD,531349,175685
BRIXTON STATION ROAD,531511,175521
MOORLAND ROAD,531620,175516
SHAKESPEARE ROAD,531794,175644
KINGSBURY ROAD,521446,188772
SHAKESPEARE ROAD,531792,175629
VALMAR ROAD,532491,176452
VALMAR ROAD,532505,176464
TURNHAM GREEN CHURCH,520480,178494
KINGSBURY ROAD,521496,188683
FINCHLEY ROAD STATION <>,526373,184628
JULIAN'S PRIMARY SCHOOL,531185,171678
LEIGHAM COURT ROAD / STREATHAM COMMON,531204,171119
TIVOLI ROAD,531990,171003
NORWOOD SCHOOL,532303,171005
SALTER'S HILL,532635,171035
HERMITAGE ROAD,532825,170908
ROCKMOUNT ROAD,533058,170711
KELLETT ROAD,531347,175163
BARNET ODEON,525546,195735
KELLETT ROAD,531322,175254
EFFRA PARADE,531539,174907
REGENT ROAD,531834,174567
REGENT ROAD,531820,174597
ST JULIAN'S FARM ROAD,531874,171832
BARNET ODEON,525562,195700
ROTHSCHILD STREET,531887,171694
WEST NORWOOD FIRE STATION,531851,171492
WEST NORWOOD FIRE STATION,531856,171465
CROWN POINT / KNIGHTS HILL,531802,171038
GIPSY ROAD,532141,171666
GIPSY ROAD,532192,171522
NORWOOD PARK,532340,171164
EYLEWOOD ROAD,532274,171346
NORWOOD PARK,532397,171073
DEEPDENE ROAD,532669,175387
GREEN STREET,535175,197283
FRANKFURT ROAD,532363,174854
SOUTHSIDE SHOPPING CENTRE,525676,174525
LINGS COPPICE,532709,172821
LINGS COPPICE,532756,172756
ILDERSLY GROVE,532815,172576
PARK HALL ROAD,532826,172477
SOUTH CROXTED ROAD,532868,172266
PARK HALL ROAD,532867,172326
CHURCH APPROACH,532930,171974
CHURCH APPROACH,532913,172098
ALLEYN ROAD,532963,171845
SOUTH CROXTED ROAD,532961,171886
GIPSY HILL,533125,171708
GIPSY HILL,533188,171611
DULWICH WOOD PARK / KINGSWOOD DRIVE,533465,171525
CRYSTAL PALACE PARADE / COLLEGE ROAD,533830,171148
CRYSTAL PALACE PARADE / COLLEGE ROAD,533833,171106
ELSIE ROAD,533584,175359
DULWICH LIBRARY,533955,173912
OVERHILL ROAD,534167,173575
OVERHILL ROAD,534238,173549
GROVE TAVERN,534339,173422
LEYTON HIGH ROAD / LEYTON STATION <>,538203,186245
GROVE TAVERN,534363,173413
CHAMPION HILL,532702,175958
CHAMPION HILL,532766,175731
BLANCHEDOWNE,532736,175637
BLANCHEDOWNE,532729,175512
DEEPDENE ROAD,532667,175350
FRANKFURT ROAD,532409,174895
TURNHAM GREEN CHURCH,520555,178504
HOLLINGBOURNE ROAD,532260,174719
ST PAUL'S CHURCH,532118,174586
RUSKIN WALK,532316,174379
RUSKIN WALK,532407,174384
BECKWITH ROAD,532688,174442
BECKWITH ROAD,532710,174432
HOUNSLOW BUS STATION,514449,175957
TOWNLEY ROAD,533173,174652
TOWNLEY ROAD,533256,174732
ARNHEM WHARF PRIMARY SCHOOL,537211,179113
KENTON LIBRARY,517044,189560
BAWTRY ROAD,527743,193362
BAWTRY ROAD,527707,193372
HAMPDEN WAY,528658,194255
HAMPDEN SQUARE,528584,194219
ST ANDREW'S CHURCH,542647,187709
ST ANDREW'S CHURCH,542688,187662
LEE STATION #,539983,174078
LEE STATION #,539966,174202
BLACKHEATH STATION #,539652,175980
DURANTS ROAD,535266,196289
PARHAM DRIVE,543402,188418
GANTS HILL STATION <>,543458,188371
GANTS HILL STATION <> / WOODFORD AVENUE,543206,188524
GANTS HILL STATION <>/ WOODFORD AVENUE,543236,188538
OSBORN STREET,534112,181500
STAMFORD HILL BROADWAY,533655,187735
SHOREDITCH CHURCH,533429,182754
LIVERPOOL STREET STATION <> #,533275,181561
ROSEBERY AVENUE,531103,182023
ROSEBERY AVENUE,531116,182012
HATTON GARDEN,531321,182052
HATTON GARDEN,531298,182034
ST JOHN STREET,531650,182114
CLERKENWELL GREEN,531526,182072
CLERKENWELL ROAD / ST JOHN STREET,531835,182119
GOSWELL ROAD,531936,182182
CENTRAL STREET,532136,182284
ST LUKE'S MUSIC EDUCATION CENTRE,532356,182370
ST LUKE'S MUSIC EDUCATION CENTRE,532418,182405
BUNHILL ROW,532613,182441
OLD STREET STATION <> #,532678,182470
OLD STREET STATION <> #,532870,182515
SHOREDITCH FIRE STATION,532867,182538
ELDER STREET,533517,182125
ELDER STREET,533565,182089
SHOREDITCH HIGH STREET STATION #,533638,181977
FOLGATE STREET,533677,181943
BRUSHFIELD STREET,533687,181751
LOLESWORTH CLOSE,533735,181624
LOLESWORTH CLOSE,533768,181586
ALDGATE EAST STATION <>,533856,181395
ALDGATE EAST STATION <>,533865,181411
KINGSLAND HIGH STREET,533495,184783
HENDON CENTRAL STATION <>,523018,188600
HALCOT AVENUE,549612,174858
BRUNSWICK ROAD,538475,181099
BAIRD ROAD,534468,196279
GLYN ROAD,535154,196230
ENFIELD BUS GARAGE / SOUTHBURY STATION #,534987,196227
GLYN ROAD,535138,196216
TOWN LANE,506068,172628
CHARLTON VILLAGE,541618,177878
CHARLTON CHURCH LANE,541469,177732
VANBRUGH PARK / STRATHEDEN ROAD,540256,177263
BLACKHEATH / ROYAL STANDARD,540314,177335
TOWN LANE,506005,172569
HERONWOOD HOSPITAL,540431,189257
GOODMAYES LANE,546454,187023
OXFORD AVENUE,509632,176969
OXFORD AVENUE,509458,176921
FIELD VIEW,508811,171846
FIELD VIEW,508760,171822
GANTS HILL STATION <>,543401,188518
GANTS HILL STATION <>,543430,188516
GOODMAYES LANE,546263,187006
ALGAR COURT,513898,169582
BRACONDALE,514084,163981
LYNCROFT GARDENS,525422,185538
ST PETERS CHURCH,531151,171958
ROSS ROAD,533430,169135
BOSTON MANOR ROAD,517121,177901
DARLING ROW,534962,182052
BALLS POND ROAD,532964,184785
SHERWOOD GARDENS,534657,178247
SHERWOOD GARDENS,534599,178175
CORBETTS LANE,535256,178685
CORBETTS LANE,535197,178650
GILLETTE CORNER,516156,177355
BUSH ROAD,535811,178714
FENDALL STREET,533502,179166
ALSCOT ROAD,533784,178952
ALSCOT ROAD,533769,178941
HARRIS ACADEMY,534005,178859
REVERDY ROAD,534116,178849
VICARAGE FARM ROAD,512401,176514
LYNTON ROAD,534800,178590
DUNTON ROAD / OLD KENT ROAD,533598,178503
LYNTON ROAD,533730,178731
LONGFIELD ESTATE,533790,178858
LONGFIELD ESTATE,533782,178819
SURREY QUAYS STATION #,535746,178974
LAMPTON ROAD,513742,176828
JOHN SILKIN LANE,535859,178452
ALLOA ROAD,535924,178352
LYNCROFT GARDENS,525465,185527
ALLOA ROAD,535954,178279
GRINSTEAD ROAD,536019,178087
GRINSTEAD ROAD,536023,178119
SURREY CANAL ROAD,536070,177895
NEW CROSS STATION #,536826,177029
NEW CROSS STATION #,536816,177048
FRIENDLY STREET,537343,176760
CRANBROOK ROAD,537470,176535
CRANBROOK ROAD,537519,176487
ETHEROW STREET,534022,174097
GOODRICH ROAD,534084,174227
UNDERHILL ROAD,534254,174648
UPLAND ROAD,534377,174942
UPLAND ROAD,534340,174835
BARRY ROAD / PECKHAM RYE,534434,175061
PECKHAM RYE / BARRY ROAD,534445,175163
FRIERN ROAD,534554,174926
GARSTON LANE,533172,159734
FRIERN ROAD,534588,174834
DUNSTANS ROAD,534761,174520
DUNSTANS ROAD,534692,174583
FOREST HILL TAVERN,534931,174324
WOOD VALE / FOREST HILL ROAD,535024,174095
OAKHURST GROVE,534141,175385
GARSTON LANE,533165,159755
EAST DULWICH ROAD / PECKHAM RYE,534355,175465
PECKHAM RYE COMMON,534483,175518
PECKHAM RYE / NUNHEAD LANE,534554,175491
STUART ROAD,535285,175039
MANOR ROAD / NORTH SHEEN STATION #,519067,175038
STUART ROAD,535314,175028
SURREY ROAD,535515,174852
SURREY ROAD,535544,174845
WAITE STREET,533815,177962
WAITE STREET,533829,177868
ST GEORGE'S WAY,533828,177649
ST GEORGE'S WAY,533839,177602
BIRD IN BUSH ROAD,534046,177327
BIRD IN BUSH ROAD,534041,177364
COMMERCIAL WAY,534115,177138
COMMERCIAL WAY,534098,177213
BONAR ROAD,534172,176986
BONAR ROAD,534162,177042
PECKHAM PARK ROAD / OLD KENT ROAD,534392,177694
BIRD IN BUSH ROAD,534321,177534
BIRD IN BUSH ROAD,534305,177465
PARK PARADE,521858,183331
PECKHAM RYE STATION #,534221,176372
PECKHAM RYE STATION #,534291,176253
HEATON ROAD,534380,176049
CARDEN ROAD,534648,175596
CARDEN ROAD,534679,175603
LINDEN GROVE,534867,175727
NUNHEAD GREEN,534953,175799
BARSET ROAD,535038,175902
BARSET ROAD,535094,175933
INVERTON ROAD,535782,175026
INVERTON ROAD,535732,174971
BELLWOOD ROAD,535852,175154
LIMESFORD ROAD,535789,175373
LIMESFORD ROAD,535788,175394
PARK PARADE,521882,183445
PECKHAM 7TH DAY ADVENTIST CHURCH,535642,175682
PECKHAM 7TH DAY ADVENTIST CHURCH,535631,175726
IVYDALE ROAD / LINDEN GROVE,535566,175841
IVYDALE ROAD / LINDEN GROVE,535552,175892
PARK PARADE,521941,183466
ELVERSON ROAD,537693,176276
ELVERSON ROAD,537732,176214
MILLER HOUSE,537670,177052
GREENWICH STATION # [DLR],538026,177268
HARLESDEN JUBILEE CLOCK,521603,183221
GREENWICH STATION # [DLR],538191,177353
GREENWICH HIGH ROAD / ROYAL HILL,538274,177447
TRAFALGAR ESTATE,538833,177925
TRAFALGAR ESTATE,538781,177888
TRAFALGAR ROAD / MAZE HILL,539063,178033
TRAFALGAR ROAD / MAZE HILL,538977,177972
KING WILLIAM LANE,539217,178122
TYLER STREET,539353,178166
CEARN WAY,530603,159485
TYLER STREET,539393,178199
PELTON ROAD,539458,178290
CHRIST CHURCH PRIMARY SCHOOL,539494,178453
CEARN WAY,530635,159442
MORDEN WHARF ROAD,539267,179213
EGERTON DRIVE,537805,176774
ACTON LANE,521610,183177
EGERTON DRIVE,537735,176773
